Applicant,FacilityType,Address,Status,FoodItems,Latitude,Longitude,Schedule
Tacos El Primo,Truck,1800 FOLSOM ST,APPROVED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.7678524427181,-122.416104892532,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0094&ExportPDF=1&Filename=14MFF-0094_schedule.pdf
May Catering,Truck,2000 FOLSOM ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7650271638822,-122.41550777249,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Sun Kitchen,Truck,500 FRANCISCO ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.8050495090589,-122.41433443694,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
D & T Catering,Truck,1150 FRANCISCO ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.8037902440403,-122.424145174983,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
Mini Mobile Food Catering,Truck,147 FREMONT ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7901855706334,-122.395471725809,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
Paul's Catering,Truck,Assessors Block 3720/Lot001,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.789691367587,-122.396595637084,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Mini Mobile Food Catering,Truck,350 FREMONT ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7870765303843,-122.392982624228,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
"Expresso Subito, LLC.",Truck,150 CALIFORNIA ST,APPROVED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,37.7936733815047,-122.398463509486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0108&ExportPDF=1&Filename=13MFF-0108_schedule.pdf
"Del Popolo, LLC.",Truck,600 FRONT ST,APPROVED,Wood Fired Pizzas,37.7974551567824,-122.399011222821,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0030&ExportPDF=1&Filename=14MFF-0030_schedule.pdf
Munch A Bunch,Truck,365 FULTON ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.7784935971852,-122.422954747396,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf
San Francisco Soup Company,Truck,2241 GEARY BLVD,APPROVED,Soup: salad: sandwiches: beverages: chips & cookies,37.7826722713913,-122.440969301731,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0031&ExportPDF=1&Filename=14MFF-0031_schedule.pdf
Giant Burrito,Truck,1500 GENEVA AVE,APPROVED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,37.7123026047444,-122.431644190373,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0095&ExportPDF=1&Filename=14MFF-0095_schedule.pdf
"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,900 FRONT ST,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,37.8002209155922,-122.399569018577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0057&ExportPDF=1&Filename=14MFF-0057_schedule.pdf
D & T Catering,Truck,2590 GREEN ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.7955856498634,-122.441718244288,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
D & T Catering,Truck,2701 GREEN ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.7949290950499,-122.443832982483,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
D & T Catering,Truck,2854 GREEN ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.795051430826,-122.446134422674,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
Paul's Catering,Truck,1300 GRIFFITH ST,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7270866339514,-122.381074448749,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Paul's Catering,Truck,1515 GRIFFITH ST,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7253194336755,-122.381389209427,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Singh Brothers Ice Cream,Truck,2900 GRIFFITH ST,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.716991290324,-122.38959908417,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
Daniel's Catering,Truck,1265 GROVE ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7757743684103,-122.437331607841,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0054&ExportPDF=1&Filename=14MFF-0054_schedule.pdf
Daniel's Catering,Truck,1477 GROVE ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7752901423195,-122.440731162111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0054&ExportPDF=1&Filename=14MFF-0054_schedule.pdf
M M Catering,Truck,20 HAIGHT ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7733408773453,-122.422806203983,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf
Singh Brothers Ice Cream,Truck,297 HARBOR RD,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7334388116408,-122.380467549518,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
Mini Mobile Food Catering,Truck,355 FREMONT ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7873224193199,-122.392223706383,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
John's Catering #5,Truck,401 HARRISON ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7860625210972,-122.392176463949,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
Mini Mobile Food Catering,Truck,401 HARRISON ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
Paradise Catering,Truck,575 HARRISON ST,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.7844204919929,-122.394380639101,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0024&ExportPDF=1&Filename=14MFF-0024_schedule.pdf
Natan's Catering,Truck,950 HARRISON ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7783886157866,-122.403191783229,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
M M Catering,Truck,1140 HARRISON ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7749843060688,-122.40784088806,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf
John's Catering #5,Truck,1830 HARRISON ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7679845948645,-122.413953822522,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
John's Catering #5,Truck,2010 HARRISON ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7875875047281,-122.390471540332,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
May Catering,Truck,2130 HARRISON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7628149532289,-122.413211513673,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
El Tonayense #60,Truck,401 TREAT AVE,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Drinks,37.7631083253767,-122.413454890022,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0103&ExportPDF=1&Filename=14MFF-0103_schedule.pdf
May Catering,Truck,2150 HARRISON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,2301 HARRISON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7600996654893,-122.412375997322,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
El Tonayense #60,Truck,2355 FOLSOM ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0103&ExportPDF=1&Filename=14MFF-0103_schedule.pdf
Natan's Catering,Truck,3040 HARRISON ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7488480565663,-122.412618994655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
Paul's Catering,Truck,1153 SHAFTER AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7264851632165,-122.383232458707,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
May Catering,Truck,2930 HAWES ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.717779453627,-122.391654765179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
John's Catering #5,Truck,2200 HAYES ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
Singh Brothers Ice Cream,Truck,1000 HOLLISTER AVE,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7189398190959,-122.390517872066,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
John's Catering #5,Truck,300 HOWARD ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7895693138966,-122.395129390521,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
Kara's Cupcakes,Truck,400 HOWARD ST,APPROVED,Cupcakes,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0010&ExportPDF=1&Filename=14MFF-0010_schedule.pdf
Cheese Gone Wild,Truck,555 HOWARD ST,APPROVED,Grilled Cheese Sandwiches,37.78737884181,-122.396874967163,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0035&ExportPDF=1&Filename=14MFF-0035_schedule.pdf
"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,500 HOWARD ST,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0057&ExportPDF=1&Filename=14MFF-0057_schedule.pdf
M M Catering,Truck,661 HOWARD ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7853456766418,-122.399455276698,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf
Mike's Catering,Truck,409 ILLINOIS ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
Two G's Catering,Truck,409 ILLINOIS ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
