Applicant,FacilityType,Address,Status,FoodItems,Latitude,Longitude,Schedule
"Cupkates Bakery, LLC",Truck,50 01ST ST,APPROVED,Cupcakes,37.7901490737255,-122.398658184604,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0102&ExportPDF=1&Filename=14MFF-0102_schedule.pdf
Cheese Gone Wild,Truck,400 HOWARD ST,APPROVED,Grilled Cheese Sandwiches,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0035&ExportPDF=1&Filename=14MFF-0035_schedule.pdf
Mini Mobile Food Catering,Truck,245 01ST ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7879000978181,-122.394594036205,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
"Expresso Subito, LLC.",Truck,84 02ND ST,APPROVED,Espresso Drinks,37.7881050616463,-122.400289778405,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0019&ExportPDF=1&Filename=14MFF-0019_schedule.pdf
Senor Sisig,Truck,120 02ND ST,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,37.7875140607381,-122.399566331429,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0006&ExportPDF=1&Filename=14MFF-0006_schedule.pdf
Quan Catering,Truck,222 02ND ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.786319798284,-122.398235074249,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Linda's Catering,Truck,501 02ND ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.7831711043434,-122.392901049479,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0013&ExportPDF=1&Filename=14MFF-0013_schedule.pdf
"VK Industries, Inc.",Truck,625 02ND ST,APPROVED,Indian Street Food,37.7816889753451,-122.391061817287,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0015&ExportPDF=1&Filename=14MFF-0015_schedule.pdf
DO UC US Mobile Catering,Truck,1501 03RD ST,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.7708922310318,-122.389169231483,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0060&ExportPDF=1&Filename=14MFF-0060_schedule.pdf
Two G's Catering,Truck,1799 03RD ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7679955456856,-122.387549426547,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
John's Catering #5,Truck,1900 03RD ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7651064631908,-122.38967948729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
May Sun Kitchen,Truck,2085 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7632990560446,-122.388482306805,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Sun Kitchen,Truck,2030 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7636598013494,-122.389133857405,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Natan's Catering,Truck,2101 03RD ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
May Catering,Truck,2565 03RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7567172998371,-122.387648962993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
M M Catering,Truck,2700 03RD ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7547246040128,-122.388456870373,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf
May Catering,Truck,2800 03RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7537174169021,-122.388359021044,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
F & C Catering,Truck,2890 03RD ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.7531087498713,-122.388170202066,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
F & C Catering,Truck,2800 03RD ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.7537174169021,-122.388359021044,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
Tacos El Flaco,Truck,2901 03RD ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,37.7524049924783,-122.387000196298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0027&ExportPDF=1&Filename=14MFF-0027_schedule.pdf
Quan Catering,Truck,2920 03RD ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7519716288769,-122.387965483801,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
May Sun Kitchen,Truck,3000 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7504641155225,-122.387908325902,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Sun Kitchen,Truck,3150 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7494429376004,-122.387985532504,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Sun Kitchen,Truck,3305 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7438311721327,-122.377797368962,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Sun Kitchen,Truck,3255 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7484453388377,-122.38687903198,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Natan's Catering,Truck,3201 03RD ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7484453388377,-122.38687903198,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
Quan Catering,Truck,3433 03RD ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Park's Catering,Truck,3450 03RD ST,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7457292216884,-122.387797650837,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
Park's Catering,Truck,3801 03RD ST,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7410262077887,-122.387792927994,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
Bach Catering,Truck,5600 03RD ST,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf
May Sun Kitchen,Truck,6000 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7239799038929,-122.395903454913,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
"Off the Grid Services, LLC",Truck,250 04TH ST,APPROVED,everything except for hot dogs,37.7823601210175,-122.402095994563,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0037&ExportPDF=1&Filename=14MFF-0037_schedule.pdf
Betty McGee Creole,Truck,1201 04TH ST,APPROVED,Cajun: PoBoy Sandwiches: Salmon: Shrimp: Catfish: Oysters: Sausages: Gumbo: Fries: Salad: Pies: Cookies: Cake: Chips: Beignets: Waffles: Beverages,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0099&ExportPDF=1&Filename=14MFF-0099_schedule.pdf
May Catering,Truck,1322 04TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7638707601661,-122.460600563879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
DO UC US Mobile Catering,Truck,1420 04TH ST,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.7698977488961,-122.391098279635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0060&ExportPDF=1&Filename=14MFF-0060_schedule.pdf
Subs on Hubs,Truck,400 05TH ST,APPROVED,Italian subs: Cuban sandwich: Gyro,37.7787103919009,-122.40183935033,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0070&ExportPDF=1&Filename=14MFF-0070_schedule.pdf
Eva's Catering,Truck,530 05TH ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7768763887765,-122.400259575202,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0067&ExportPDF=1&Filename=14MFF-0067_schedule.pdf
"Off the Grid Services, LLC",Truck,670 05TH ST,APPROVED,Everything,37.7755890799594,-122.39797690638,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0122&ExportPDF=1&Filename=13MFF-0122_schedule.pdf
Linda's Catering,Truck,1219 07TH AVE,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.7654969876192,-122.464597619571,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0013&ExportPDF=1&Filename=14MFF-0013_schedule.pdf
Munch A Bunch,Truck,355 07TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.7763814259936,-122.406934051626,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf
F & C Catering,Truck,900 07TH ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.7698289337018,-122.400101143043,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
Natan's Catering,Truck,1140 07TH ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7682493867935,-122.398430650214,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
Subs on Hubs,Truck,333 08TH ST,APPROVED,Italian subs: Cuban sandwich: Gyro,37.7749754998217,-122.409385823194,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0070&ExportPDF=1&Filename=14MFF-0070_schedule.pdf
Mini Mobile Food Catering,Truck,350 08TH ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7736941524749,-122.409658441356,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
Two G's Catering,Truck,599 08TH ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7718682257671,-122.405657636251,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
May Sun Kitchen,Truck,380 10TH ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7716538513679,-122.411809068524,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
John's Catering #5,Truck,251 11TH ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7724967778067,-122.414209845167,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
Mini Mobile Food Catering,Truck,355 11TH ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.771467215901,-122.41287229421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
Smokin Warehouse Barbecue,Truck,1655 MISSION ST,APPROVED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,37.7715637663341,-122.418801505439,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0061&ExportPDF=1&Filename=14MFF-0061_schedule.pdf
Munch A Bunch,Truck,333 12TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.7708182299993,-122.414007297597,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf
John's Catering #5,Truck,164 14TH ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7687652509586,-122.416902205953,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
Daniel's Catering,Truck,2001 MARKET ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7683202495106,-122.427110643955,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0054&ExportPDF=1&Filename=14MFF-0054_schedule.pdf
Fins on the Hoof / Saveurs,Truck,201 ALABAMA ST,APPROVED,Seafood: meats and desserts,37.767797843619,-122.412096318861,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0064&ExportPDF=1&Filename=14MFF-0064_schedule.pdf
May Catering,Truck,500 16TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Natan's Catering,Truck,600 16TH ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7674662871448,-122.390860289431,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
May Catering,Truck,Assessors Block 8727/Lot005,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7655864681473,-122.393197101166,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Mini Mobile Food Catering,Truck,701 16TH ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
May Catering,Truck,1006 16TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7666898573867,-122.39718232278,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
M M Catering,Truck,Assessors Block 3930A/Lot002,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7665109269083,-122.40926014493,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf
May Catering,Truck,2500 16TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7658204544832,-122.411968357912,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Daniel's Catering,Truck,3253 16TH ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7644595214424,-122.425161376358,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0054&ExportPDF=1&Filename=14MFF-0054_schedule.pdf
Munch A Bunch,Truck,2222 17TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.7652159489938,-122.406006972029,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf
May Catering,Truck,3030 17TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7640381828174,-122.413757516589,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Natan's Catering,Truck,3335 17TH ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7631563932265,-122.420322231526,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
Eva's Catering,Truck,1650 20TH AVE,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7579841905286,-122.433465780407,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0067&ExportPDF=1&Filename=14MFF-0067_schedule.pdf
May Sun Kitchen,Truck,1255 22ND ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7570155244597,-122.394062947116,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Mike's Catering,Truck,435 23RD ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7550307267667,-122.384530734223,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
Daniel's Catering,Truck,401 23RD ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7550307267667,-122.384530734223,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0054&ExportPDF=1&Filename=14MFF-0054_schedule.pdf
May Sun Kitchen,Truck,601 23RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7550307267667,-122.384530734223,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Natan's Catering,Truck,435 23RD ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7550307267667,-122.384530734223,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
May Catering,Truck,3000 23RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,3050 23RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7544764341075,-122.412855363284,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
El Gallo Jiro,Truck,3055 23RD ST,APPROVED,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,37.7539277357265,-122.413323129618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0063&ExportPDF=1&Filename=14MFF-0063_schedule.pdf
Natan's Catering,Truck,Assessors Block 4241/Lot002,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7533400011811,-122.384128384237,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
F & C Catering,Truck,700 25TH ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.7533808099749,-122.386367685857,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
